科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,日本金属(株),,"390,958",
,日光ケミカルズ(株),,"8,227,720",
,日本表面化学(株),,"6,025,316",
,(株)粘土科学研究所,,"15,120",
,長谷川香料(株),,"9,450,000",
,パウダーテック(株),,"17,966,921",
,(株)レゾナック,,"917,840",
,(株)PCSジャパン,,"1,998,480",
,富士化学工業(株),,"96,470",
,北三(株),,"174,900",
,豊国商事(株),,"131,545",
,(株)マノール,,"5,337,052",
,ミマスクリーンケア(株),,"28,050",
,三浦アクアテック(株),,"23,220",
,(有)ミワ商事,,"3,564,000",
,三菱商事ライフサイエンス(株),,"1,032,652",
,三井化学産資(株),,"695,750",
,明和油化工業(株),,"16,720",
,森永乳業(株),,"41,501,642",
,山一化成(株),,"3,259,688",
,ヤスハラケミカル(株),,"6,081,845",
,ユニ工業(株),,"418,134",
,(株)大正堂,,"32,400",
,東興化学(株),,"465,036",
,(株)ガイアート,,"121,000",
小計,,,"107,972,459",
合計,,,"397,614,381",
