科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,(株)シンコー・サイエンス・コーポレーション,,3869788,
,(株)シキボウ堺,,44000,
,昭和ワニス(株),,1279547,
,JFEスチール(株),,7171780,
,JFEマグパウダー(株),,87230,
,住友金属鉱山(株),,5914080,
,セメダイン(株),,76119773,
,積水フーラー(株),,6402616,
,綜研化学(株),,12622687,
,(株)大響,,24856987,
,ダイヤ製薬(株),,849200,
,ダイリン化学(株),,297121,
,大善化工合資会社,,118908,
,千代田商工(株),,314496,
,(株)ティーエスアイ,,250481,
,東亜薬品工業(株),,1095120,
,東京応化工業(株),,3437667,
,東京都酪農業協同組合,,38880,
,東陽化成(株),,2560,
,(株)トクホン,,668160,
,東都化学工業(株),,459360,
,トーア実業(株),,11619177,
,東新化成(株),,2143176,
,長尾プライ(株),,3565078,
,日本カーボン(株),,33746666,
,ニッチク薬品工業(株),,44770,
,日本カーボンエンジニアリング(株),,1130382,
,日本金属(株),,760584,
,日本ペイント防食コーティングス(株),,924000,
小計,,,199834274,
