科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,AGCエレクトロニクス(株),,74139965,
〃,(株)SUMCO,,70088700,
〃,日亜化学工業(株),,30947180,
〃,(株)村田製作所野洲,,23095600,
〃,SUMCOテクシブ(株),,20023300,
〃,鯖江精機(株),,13611125,
〃,(株)富山村田製作所,,13245100,
〃,(株)ルネサステクノロジ福岡,,11371250,
〃,アサヒエンジニアリング(株),,9179060,
〃,三菱電機トレーディング(株)福岡,,6844979,
〃,金沢村田製作所,,6484500,
〃,(株)岡山村田製作所,,4070550,
〃,三菱電機トレーディング(株)北伊丹,,3609529,
〃,AGC(株)(旭硝子),,2811600,
〃,東海興業(株),,1125850,
〃,東洋新薬,,858000,
〃,ツカサ重機(株),,842600,
〃,日本発条(株),,795795,
〃,タク・マテリアル(株),,698500,
〃,(有)ケイアールピー,,420750,
〃,日新恒産フェルト(株),,341000,
〃,(株)福井村田製作所,,323950,
〃,(株)渡辺商行,,262900,
〃,三菱商事テクノス(株),,224950,
〃,岐阜製砥,,214500,
〃,本荘ケミカル(株),,198000,
計,,,,
