"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","倉松酒販(株)","","15089219",""
"同上","","","3205686",""
"同上","","","2838880",""
"同上","(株)澤匠","","2817620",""
"同上","","","1514250",""
"同上","","","864875",""
"同上","(株)VIEN","","712758",""
"同上","深川酒店","","553464",""
"同上","(有)マサト屋","","517281",""
"同上","亀の井ホテル","","475830",""
"同上","(株)グラノ24K","","394021",""
"同上","","","363364",""
"同上","その他","","17927336",""
"計","","","47274584",""
"容器売掛金","アサヒビール(株)","","7192331",""
"同上","アサヒ飲料(株)","","518379",""
"同上","サントリーフーズ(株)","","429877",""
"同上","サントリー(株)","","202737",""
"計","","","8343324",""
"合計","","","",""
