"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","光伸香港有限公司","","142835397",""
"","豊田合成(株)","愛知県清須市春日長畑1番地","84781711",""
"","ゼロワンブロダクツ(株)","大阪市天王寺区上汐3-3-22-507","21127153",""
"","(株)サンコーシャ","","10283246",""
"","白銀鍍金","","6674910",""
"","(株)北電子","東京都豊島区西池袋1-7-7","836220",""
"","タイヨーワークス(株)","","761640",""
"","(株)エンビジョンA","","684200",""
"","東プレ(株)","","252230",""
"","(有)甲斐工業","","95920",""
"","ワールドブラスチック(株)","","86900",""
"","しげる工業(株)","","21600",""
"","(株)幸博商事","","9075",""
"小計","","","268450202",""
"未収入金","(有)甲斐工業","","7660400",""
"","(株)5AKAE","","269500",""
"","RossoScuderia(株)","","25500000",""
"","相模原税務署","","27708794","消費税還付"
"","社長認定利息","","549163","H30年2月期"
"","社長認定利息","","724808","H31年2月期"
"","社長認定利息","","534475","R2年2月期"
"","社長認定利息","","290982","R3年2月期"
"","社長認定利息","","163967","R4年2月期"
"","その他","","295486",""
"小針","","","63697676",""
"計","","","332147777",""
