"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"未収入金","三木市介護保険課","","8100","地域リハ介護予防サービス計画原案作成業務"
"未収入金","三木市社会福祉協議会","","89320","地域リハ生活行為向上連携加算"
"未収入金","(有)黎明グループホームあけぼの","","42614","地域リハ健康管理"
"未収入金","(有)ゆたかゆたかの郷","","42614","地域リハ健康管理"
"未収入金","(NPO法人)ざくろGHルナ・エルでエルでⅡ","","92202","地域リハ健康管理"
"(小計)","","","5094022",""
"未収入金","JCBカード他","","616010","さんだクレジット未収入金"
"未収入金","(株)メディケア・サポート","","434674","さんだオムツ委託手数料他"
"未収入金","国保連合会(国保)他","","8437","さんだ予防接種委託料"
"未収入金","各従業員","","136200","さんだ保育所利用料"
"未収入金","三田市他","","36300","さんだ意見書"
"未収入金","楽天モバイル(株)","","20535","さんだ基地局設置料他"
"(小計)","","","1252156",""
"未収入金","JCBカード他","","1033277","協和病院クレジット未収入金"
"未収入金","神戸市","","216315","協和病院コロナワクチン接種費用"
"未収入金","桜谷福祉会櫻ホーム","","15000","協和病院西神医療体制協力金"
"未収入金","国保連合会","","34100","協和病院意見書"
"未収入金","コカ・コーラ","","3508","協和病院自販機手数料"
"未収入金","さくらメディカル","","48855","協和病院テレビカード販売手数料"
"未収入金","丸喜","","803000","協和病院セットリース業務代行手数料"
"未収入金","神戸市","","205860","協和病院オムツ代他"
"未収入金","楽天モバイル","","69190","協和病院基地局設置料"
"未収入金","各利用者","","2000","協和病院昼食代"
"(小計)","","","2431105",""
"未収入金","(株)メディケア・サポート","","18145","稲見胃腸外科オムツ委託手数料"
"未収入金","三木市他","","19144","稲見胃腸外科健診代"
"計","","","",""
