"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"医業未収入金","国保連合会(介保)","","2338545","デイケアR5.9"
"医業未収入金","国保連合会(介保)","","3727245","ケアプランセンターR5.8"
"医業未収入金","国保連合会(介保)","","3496294","ケアプランセンターR5.9"
"医業未収入金","国保連合会(介保)","","2011605","押部あんしんすこやかセンターR5.8"
"医業未収入金","国保連合会(介保)","","2083012","押部あんしんすこやかセンターR5.9"
"(小計)","","","163306210",""
"医業未収入金","社会保険料支払基金","","320578","稲見胃腸外科R5.8"
"医業未収入金","社会保険料支払基金","","643536","稲見胃腸外科R5,9"
"医業未収入金","国保連合会(国保)","","2638360","稲見胃腸外科R5.8"
"医業未収入金","国保連合会(国保)","","2541778","稲見胃腸外科R5.9"
"医業未収入金","国保連合会(介保)","","100916","稲見胃腸外科R5.8"
"医業未収入金","国保連合会(介保)","","83930","稲見胃腸外科R5.9"
"医業未収入金","窓口未収入金","","305946","稲見胃腸外科"
"(小計)","","","6635044",""
"(科目計)","","","727458123",""
"未収入金","JCBカード他","","995486","みきやまクレジット未収入金"
"未収入金","(株)メディケア・サポート","","1104745","みきやまオムツ委託手数料他"
"未収入金","国保連合会(国保)他","","217888","みきやまコロナワクチン接種委託料"
"未収入金","各従業員","","107900","みきやま保育所利用料"
"未収入金","KDDI","","100100","みきやまアンテナ設置料"
"未収入金","三木市他","","141240","みきやま意見書"
"未収入金","パール訪問看護ステーション","","357843","みきやま出向負担金"
"未収入金","NTTビジネスソリューソンズ","","3850","みきやま看護師寮看板設置料"
"(小計)","","","3029052",""
"未収入金","三木ヒルズ和入居者","","4817525","地域リハ家賃他"
"未収入金","キリンビバレッジ","","1647","地域リハ自動販売機手数料"
"計","","","",""
