"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","オールジャパンメガネチェーン","","2423531",""
"売掛金","(株)メガネの荒木","","534985",""
"売掛金","伊藤眼鏡工業(株)","","949004",""
"売掛金","(株)コジマ","","775170",""
"売掛金","(株)パリミキ姫路流通センター","","1357600",""
"売掛金","(株)武田メガネ","","1455399",""
"売掛金","(株)天神愛眼","","714549",""
"売掛金","ドクタージャパン(株)","","8158260",""
"売掛金","(株)タレックス","","524656",""
"売掛金","(株)富士メガネ","","2600147",""
"売掛金","グローブライド(株)","","23690616",""
"売掛金","(株)三工光学","","2882690",""
"売掛金","メガネの和光","","1106864",""
"売掛金","(株)東京メガネ","","581845",""
"売掛金","貿易売上","","2537850",""
"売掛金","〆后その他合計","","20581328",""
"(小計)","","","70874494",""
"未収入金","利子補給金","","697729",""
"未収入金","ふるさと納税引き換え","","90000",""
"未収入金","クレジット","","3284571",""
"未収入金","メルペイ","","111100",""
"未収入金","auパイ","","75900",""
"(小計)","","","4259300",""
"PeyPey","","","188936",""
"計","","","75322730",""
