"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"未収入金","熊本労働局","","16185000","雇用調整助成金"
"〃","大口電子(株)","","5577454",""
"〃","九和会","","4894000",""
"〃","MOST出向者人件費","","3253394",""
"〃","MOST技術者派遣費用","","2066250",""
"〃","エコシステムジャパン(株)","","2034117","金属屑売却"
"〃","(株)シンシア","","1467362","〃"
"〃","アイシン九州(株)","","1423386",""
"〃","(株)プロダクションテクノロジーセンター九州","","521194",""
"〃","給与","","516602",""
"〃","(株)カネムラエコワークス","","234696","金属屑売却"
"〃","三井住友海上火災保険(株)","","158009","保険返戻金事務手数料"
"〃","コカコーラボトラーズジャパン(株)","","25452","自販機手数料"
"〃","横河レンタリース(株)","","23100","過剰請求分"
"〃","(株)松清","","20691","ダンボール等売却"
"〃","2021年度労働保険料確定精算","","16422",""
"〃","(株)イットーコーポレーション","","15185",""
"〃","サントリービバレッジサービス(株)","","12221","自販機手数料"
"〃","熊本ヤクルト(株)","","3416","〃"
"〃","FVジャパン(株)","","2003","〃"
"計","","","38449954",""
