"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)アルボレックス","","854535","4月分"
"〃","〃","","7841680","5月分"
"〃","〃","","671330","5月分"
"〃","アルボ木材工業(株)","","91190",""
"〃","伊予商運(株)","","1653300",""
"〃","(株)オーシカ","","121000",""
"〃","大阪機船(株)","","312400",""
"〃","(有)岡山流通","","23100",""
"〃","アンデス貿易","","83600",""
"〃","貴島産業(株)","","46750",""
"〃","(株)ケイエム産業","","197161",""
"〃","GENKIN徳島流通","","209000",""
"〃","ケイエスライン","","35200","4月分"
"〃","〃","","35200","5月分"
"〃","佐藤製菓(株)","","41800",""
"〃","新栄木材(株)","","6600",""
"〃","NX徳通(株)","","264000",""
"〃","徳南エクスプレス","","253000","4月分"
"〃","〃","","170500","5月分"
"〃","大輪総合運輸(株)","","88000",""
"〃","藤本銘木商会","","33000",""
"〃","丸喜運輸(株)","","297000",""
"〃","〃","","11000",""
"〃","トランコム(株)","","606100",""
"(小計)","","","13946446",""
"計","","","13946446",""
