"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"保険未収金","沖縄県国民健康保険団体連合会","","12511082","国保"
"〃","沖縄県国民健康保険団体連合会","","18368645","介護保険"
"〃","沖縄県国民健康保険団体連合会","","12798513","後期高齢者"
"〃","沖縄県社会保険診療報酬支払基金","","5930319","社保"
"","保険未収金計","","49608559",""
"窓口未収金","国保","","60350",""
"〃","社保","","35790",""
"〃","介護保険","","2159484",""
"〃","自由診療","","103406",""
"〃","難リハ","","583850",""
"〃","後期高齢者","","176490",""
"〃","児童ディ","","45526",""
"〃","訪問鍼灸","","539916",""
"","窓口未収金計","","3704812",""
"未収金","(株)Lekki","","250000",""
"","未収金計","","250000",""
"計","","","53563371",""
