"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","トーカイ","","22663542",""
"売掛金","北斗","","1082697",""
"売掛金","MaruTec","","50600",""
"売掛金","新明工業","","13880590",""
"売掛金","松浦製作所","","397166",""
"売掛金","エント","","22781",""
"売掛金","森山工業","","487696",""
"売掛金","九州電熱工業","","399870",""
"売掛金","直方工業","","96800",""
"売掛金","アサノ・マシン・エース","","126478",""
"売掛金","モリタインテリア工業","","466796",""
"計","","","57651628",""
"未収入金","日栄商事","","742676",""
"未収入金","日本生命","","285636",""
"未収入金","小倉税務署","","606900","消費税"
"計","","","1635212",""
"合計","","","59286840",""
