"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","全日本空輸(株)","","2738187",""
"売掛金","ガラス機械横浜","","2709411",""
"売掛金","エージーピー","","2558009",""
"売掛金","日本航空(株)","","7121015",""
"売掛金","(株)成田エアポートテクノ","","3097468",""
"売掛金","CKD日機電装(株)","","588924",""
"売掛金","NAAファシリティーズ","","519041",""
"売掛金","(株)糸川製作所","","1073732",""
"売掛金","(株)江戸清","","1141845",""
"売掛金","日本エナジーコンポーネンツ","","1367696",""
"売掛金","司冠栄製作所(株)","","801328",""
"売掛金","日本フイッシャ(株)","","3913179",""
"売掛金","(有)ユタカ工業","","647757",""
"売掛金","その他","","9007824",""
"計","","","37285416",""
"未収入金法人税等","蒲田税務署","","28978000",""
"計","","","28978000",""
"合計","","","66263416",""
