科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金(運輸),高安,北海道札幌市東区中沼町50番9号,3800390,
売掛金(運輸),只石組,旭川市東旭川町旭正362番地,3513785,
売掛金(運輸),(株)鉉石運輸,土別市上士別町16線南,200255,
売掛金(運輸),日本甜菜製糖(株),士別市西3条北4丁目382番地,159500,
売掛金(運輸),下川建設工業(株),上川郡下川町西町224,109120,
売掛金(運輸),協友建設(株),士別市東3条北6丁目5,62370,
小計,,,7845420,
完成工事未収入金,近藤・しずお経営建設,上川郡和寒町字三笠99番地,19694907,
完成工事未収入金,(株)近藤組,上川郡和寒町字三笠99番地,11888764,
完成工事未収入金,大北土建工業(株),富良野市本町8-1,6721000,
完成工事未収入金,卵城建設,上川郡剣淵町元町15番3号,4445278,
完成工事未収入金,日本甜菜製糖(株),士別市西3条北4丁目382番地,3709556,
完成工事未収入金,三津橋建設(株),土別市西1条21丁目471番地,1864500,
完成工事未収入金,十勝鉄道,帯広市稲田町南9線西13番地1,1623600,
完成工事未収入金,五十嵐組,名寄市徳田240番地4,1108869,
完成工事未収入金,,,1105500,
完成工事未収入金,(株)道北補道,土別市東山町3440番地23,1029600,
完成工事未収入金,士別市中山間農業,土別市東6条4丁目1番地,558203,
完成工事未収入金,その他,,1328991,
小計,,,55078768,
未収入金,社会保険、家賃他,従業員立替分,83790,
長期未収入金,かわにしの丘しずお農場(株),士別市武徳町四十六線東三号,1123976555,
計,,,1186984533,
