ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description
20250722135200060,1,1,001,000007,202507,,売掛金,売掛金,渡島総合振興局,渡島総合振興局,函館市美原4丁目6番16号,函館市美原4丁目6番16号,,,,,3344,,,,1361800,1361800,,
20250722135200060,1,2,001,000007,202507,,売掛金,売掛金,北斗市,北斗市,北斗市中央1丁目3番10号,北斗市中央1丁目3番10号,,,,,3337,,,,370810,370810,,
20250722135200060,1,3,001,000007,202507,,売掛金,売掛金,函館市,函館市,函館市東雲町4番13号,函館市東雲町4番13号,,,,,3320,,,,95700,95700,,
20250722135200060,1,4,001,000007,202507,,売掛金,売掛金,知内町,知内町,上磯郡知内町字重内21番地1,上磯郡知内町字重内21番地1,,,,,3338,,,,1507000,1507000,,
20250722135200060,1,5,001,000007,202507,,売掛金,売掛金,厚沢部町,厚沢部町,檜山郡厚沢部町新町207番地,檜山郡厚沢部町新町207番地,,,,,3340,,,,41800,41800,,
20250722135200060,1,6,001,000007,202507,,売掛金,売掛金,(株)太洋,(株)太洋,函館市北浜町10番34号,函館市北浜町10番34号,,,,,3341,,,,1346675,1346675,,
20250722135200060,1,7,001,000007,202507,,売掛金,売掛金,(株)和田配管工業,(株)和田配管工業,北斗市久根別1丁目23番2号,北斗市久根別1丁目23番2号,,,,,3345,,,,13486000,13486000,,
20250722135200060,1,8,001,000007,202507,,売掛金,売掛金,その他一括,その他一括,,,,,,,3342,,,,15173400,15173400,,
20250722135200060,1,9,001,000007,202507,,未収入金,未収入金,フォーデイズ(株),フォーデイズ(株),東京都中央区日本橋小網町6番7,東京都中央区日本橋小網町6番7,,,,,3343,,,,11608,11608,,
20250722135200060,1,10,001,000007,202507,,,,,,,,,,,,,,,,,,,
